Time [s],Nd-140 [atoms],Pm-149 [atoms],Sm-149 [atoms]
0.00012366300696022448,124602312294400.,201326592.000000,2772697088.00000
0.00012406159925015903,125003931582464.,167772160.000000,2768633856.00000
0.00012446147628819665,125406846910464.,201326592.000000,2808741888.00000
0.00012486264221535481,125811059326976.,201326592.000000,2893021184.00000
0.00012526510118599836,126216576172032.,201326592.000000,3021799424.00000
0.00012566885736788296,126623399542784.,167772160.000000,2926641152.00000
0.0001260739149421974,127031532584960.,167772160.000000,3144548352.00000
0.0001264802781036074,127440983687168.,201326592.000000,2870476800.00000
0.0001268879510602994,127851751800832.,167772160.000000,2909798400.00000
0.00012729693803402304,128263846363136.,167772160.000000,2994208768.00000
0.00012770724326013625,128677267374080.,201326592.000000,2587033600.00000
0.00012811887098764798,129092022173696.,201326592.000000,3030581248.00000
0.00012853182547926262,129508113907712.,201326592.000000,2714435584.00000
0.0001289461110114246,129925545721856.,201326592.000000,2980773888.00000
0.00012936173187436177,130344323907584.,167772160.000000,3024551936.00000
0.0001297786923721304,130764451610624.,201326592.000000,2845900800.00000
0.00013019699682266004,131185933025280.,201326592.000000,2713387008.00000
0.0001306166495577972,131608772345856.,201326592.000000,2895577088.00000
0.00013103765492335155,132032975863808.,201326592.000000,2855862272.00000
0.00013146001727913973,132458546724864.,201326592.000000,2862678016.00000
0.00013188374099903103,132885489123328.,167772160.000000,2916286464.00000
0.00013230883047099306,133313807253504.,167772160.000000,2748252160.00000
0.00013273529009713634,133743506358272.,201326592.000000,2895773696.00000
0.00013316312429376042,134174590631936.,167772160.000000,2822045696.00000
0.00013359233749139988,134607064268800.,167772160.000000,2795700224.00000
0.00013402293413486944,135040930414592.,201326592.000000,2816802816.00000
0.0001344549186833104,135476196409344.,167772160.000000,2885615616.00000
0.00013488829561023732,135912865398784.,167772160.000000,3002204160.00000
0.00013532306940358321,136350941577216.,201326592.000000,2629828608.00000
0.0001357592445657472,136790430187520.,201326592.000000,2842558464.00000
0.0001361968256136403,137231334375424.,167772160.000000,3103457280.00000
0.00013663581707873236,137673660432384.,201326592.000000,2875981824.00000
0.00013707622350709963,138117412552704.,201326592.000000,2965504000.00000
0.00013751804945947088,138562593882112.,167772160.000000,2835349504.00000
0.0001379612995112751,139009210712064.,201326592.000000,2754084864.00000
0.00013840597825268925,139457267236864.,167772160.000000,2990276608.00000
0.00013885209028868494,139906767650816.,167772160.000000,2738814976.00000
0.00013929964023907701,140357718245376.,201326592.000000,2805202944.00000
0.00013974863273857066,140810120069120.,201326592.000000,2921136128.00000
0.00014019907243680967,141263982559232.,201326592.000000,3086745600.00000
0.00014065096399842503,141719305715712.,201326592.000000,2765291520.00000
0.00014110431210308244,142176096878592.,167772160.000000,3030712320.00000
0.00014155912144553113,142634361290752.,201326592.000000,3077898240.00000
0.00014201539673565298,143094102097920.,201326592.000000,2906980352.00000
0.00014247314269851037,143555325591552.,201326592.000000,2786590720.00000
0.00014293236407439554,144018033868800.,201326592.000000,2985295872.00000
0.00014339306561888022,144482235318272.,167772160.000000,2966355968.00000
0.00014385525210286365,144947933085696.,167772160.000000,2730033152.00000
0.0001443189283126234,145415130316800.,167772160.000000,2813198336.00000
0.00014478409904986379,145883835400192.,167772160.000000,2947743744.00000
0.00014525076913176596,146354049384448.,167772160.000000,2865299456.00000
0.0001457189433910384,146825780658176.,201326592.000000,2834563072.00000
0.00014618862667596595,147299031318528.,201326592.000000,3124035584.00000
0.00014665982385046053,147773807656960.,167772160.000000,2928607232.00000
0.00014713253979411193,148250113867776.,201326592.000000,2785345536.00000
0.00014760677940223746,148727955193856.,167772160.000000,2962817024.00000
0.00014808254758593307,149207337926656.,201326592.000000,2924347392.00000
0.0001485598492721247,149688265211904.,167772160.000000,2938568704.00000
0.00014903868940361814,150170742292480.,167772160.000000,3005546496.00000
0.0001495190729391516,150654774411264.,201326592.000000,2857107456.00000
0.00015000100485344588,151140366811136.,201326592.000000,2761883648.00000
0.00015048449013725635,151627524734976.,167772160.000000,2719940608.00000
0.00015096953379742514,152116252377088.,201326592.000000,2999910400.00000
0.00015145614085693195,152606556028928.,167772160.000000,3065249792.00000
0.00015194431635494676,153098438836224.,201326592.000000,2915893248.00000
0.00015243406534688224,153591908139008.,201326592.000000,2820603904.00000
0.0001529253929044451,154086968131584.,201326592.000000,2779512832.00000
0.00015341830411568996,154583623008256.,167772160.000000,3061252096.00000
0.00015391280408507077,155081879060480.,201326592.000000,2860646400.00000
0.00015440889793349425,155581741531136.,201326592.000000,2714828800.00000
0.0001549065907983734,156083214614528.,167772160.000000,2892300288.00000
0.00015540588783367966,156586303553536.,167772160.000000,2856386560.00000
0.0001559067942099969,157091015688192.,201326592.000000,2875785216.00000
0.00015640931511457532,157597353115648.,201326592.000000,2682126336.00000
0.0001569134557513841,158105323175936.,167772160.000000,2812608512.00000
0.00015741922134116654,158614930063360.,167772160.000000,2998861824.00000
0.0001579266171214931,159126180069376.,167772160.000000,2972581888.00000
0.00015843564834681597,159639077388288.,201326592.000000,3002531840.00000
0.00015894632028852412,160153629360128.,167772160.000000,3088777216.00000
0.00015945863823499677,160669838082048.,201326592.000000,2963144704.00000
0.00015997260749165876,161187711942656.,167772160.000000,3162570752.00000
0.00016048823338103596,161707254087680.,167772160.000000,2882076672.00000
0.0001610055212428093,162228470808576.,201326592.000000,2927034368.00000
0.00016152447643387078,162751368396800.,167772160.000000,3029336064.00000
0.00016204510432837917,163275949998080.,201326592.000000,2920546304.00000
0.0001625674103178147,163802222952448.,167772160.000000,2869362688.00000
0.00016309139981103617,164330193551360.,167772160.000000,2876047360.00000
0.00016361707823433575,164859863891968.,201326592.000000,2940665856.00000
0.0001641444510314957,165391243411456.,201326592.000000,2795110400.00000
0.00016467352366384533,165924334206976.,167772160.000000,2976251904.00000
0.0001652043016103164,166459144667136.,201326592.000000,2947612672.00000
0.0001657367903675005,166995677937664.,167772160.000000,2709258240.00000
0.00016627099544970633,167533940310016.,201326592.000000,3066626048.00000
0.00016680692238901594,168073938075648.,201326592.000000,2677866496.00000
0.0001673445767353425,168615676477440.,167772160.000000,2885353472.00000
0.00016788396405648814,169159159709696.,201326592.000000,2615345152.00000
0.00016842508993820062,169704397209600.,201326592.000000,2942042112.00000
0.00016896795998423236,170251390025728.,167772160.000000,2791636992.00000
0.00016951257981639748,170800146546688.,201326592.000000,2701393920.00000
0.00017005895507463023,171350673063936.,167772160.000000,2939813888.00000
0.00017060709141704426,171902972723200.,201326592.000000,2970288128.00000
0.0001711569945199899,172457051815936.,201326592.000000,2792947712.00000
0.00017170867007811362,173012917682176.,167772160.000000,2944925696.00000
0.00017226212380441747,173570575564800.,167772160.000000,2889547776.00000
0.0001728173614303172,174130030706688.,201326592.000000,3163881472.00000
0.0001733743887057021,174691289399296.,167772160.000000,2962751488.00000
0.00017393321139899518,175254356885504.,201326592.000000,2823290880.00000
0.00017449383529721154,175819238408192.,167772160.000000,3014066176.00000
0.00017505626620601978,176385941307392.,167772160.000000,2730098688.00000
0.00017562050994980095,176954470825984.,201326592.000000,3045130240.00000
0.00017618657237170924,177524833255424.,167772160.000000,2885877760.00000
0.00017675445933373315,178097033838592.,201326592.000000,3057582080.00000
0.00017732417671675508,178671077818368.,201326592.000000,2755330048.00000
0.00017789573042061274,179246973583360.,201326592.000000,2784559104.00000
0.00017846912636416086,179824725327872.,201326592.000000,2877095936.00000
0.00017904437048533135,180404338294784.,167772160.000000,3033006080.00000
0.00017962146874119533,180985820872704.,201326592.000000,2984181760.00000
0.00018020042710802537,181569176207360.,201326592.000000,2730754048.00000
0.00018078125158135617,182154412687360.,201326592.000000,3078291456.00000
0.00018136394817604796,182741535555584.,201326592.000000,2953314304.00000
0.0001819485229263477,183330550054912.,201326592.000000,2892693504.00000
0.00018253498188595192,183921463525376.,167772160.000000,2896887808.00000
0.00018312333112807016,184514282258432.,201326592.000000,2697461760.00000
0.00018371357674548637,185109010448384.,201326592.000000,2831613952.00000
0.00018430572485062365,185705656483840.,167772160.000000,2762670080.00000
0.00018489978157560616,186304225607680.,201326592.000000,2759327744.00000
0.00018549575307232326,186904724111360.,201326592.000000,3090087936.00000
0.00018609364551249363,187507157237760.,201326592.000000,2949906432.00000
0.00018669346508772827,188111533375488.,201326592.000000,2875916288.00000
0.00018729521800959497,188717856718848.,167772160.000000,2868314112.00000
0.0001878989105096833,189326135656448.,201326592.000000,2927362048.00000
0.0001885045488396681,189936373334016.,201326592.000000,3053191168.00000
0.00018911213927137459,190548580237312.,167772160.000000,2977628160.00000
0.00018972168809684403,191162758463488.,201326592.000000,2969239552.00000
0.00019033320162839754,191778917449728.,167772160.000000,2759983104.00000
0.0001909466861987029,192397061390336.,201326592.000000,2886729728.00000
0.00019156214816083892,193017197625344.,201326592.000000,2813001728.00000
0.00019217959388836172,193639333494784.,167772160.000000,2807365632.00000
0.00019279902977537133,194263474241536.,201326592.000000,3138519040.00000
0.0001934204622365767,194889627205632.,201326592.000000,3001352192.00000
0.00019404389770736287,195517797629952.,167772160.000000,2932932608.00000
0.00019466934264385796,196147993903104.,201326592.000000,2933522432.00000
0.00019529680352299906,196780221267968.,167772160.000000,3003383808.00000
0.00019592628684259982,197414484967424.,167772160.000000,2874212352.00000
0.00019655779912141824,198050794438656.,201326592.000000,2814705664.00000
0.00019719134689922301,198689154924544.,201326592.000000,2825060352.00000
0.00019782693673686254,199329572716544.,201326592.000000,2637168640.00000
0.0001984645752163318,199972054106112.,201326592.000000,2787966976.00000
0.00019910426894084079,200616606433280.,201326592.000000,2740977664.00000
0.00019974602453488378,201263237038080.,167772160.000000,2764767232.00000
0.00020038984864430656,201911951163392.,167772160.000000,2859532288.00000
0.00020103574793637588,202562756149248.,201326592.000000,3025600512.00000
0.00020168372909984918,203215660384256.,167772160.000000,2994733056.00000
0.00020233379884504254,203870667014144.,201326592.000000,2767060992.00000
0.0002029859639039008,204527786524672.,201326592.000000,2611412992.00000
0.00020364023103006796,205187023110144.,167772160.000000,3064791040.00000
0.0002042966069989556,205848384110592.,201326592.000000,3053715456.00000
0.00020495509860781478,206511877914624.,201326592.000000,2846818304.00000
0.00020561571267580485,207177509765120.,201326592.000000,2981232640.00000
0.00020627845604406482,207845287002112.,201326592.000000,2920349696.00000
0.00020694333557578478,208515216965632.,201326592.000000,2932867072.00000
0.00020761035815627547,209187305947136.,201326592.000000,2750480384.00000
0.00020827953069304137,209861562335232.,201326592.000000,2910322688.00000
0.0002089508601158506,210537990324224.,201326592.000000,2875785216.00000
0.00020962435337680744,211216598302720.,167772160.000000,2915565568.00000
0.000210300017450425,211897395707904.,201326592.000000,2761490432.00000
0.00021097785933369597,212580385685504.,201326592.000000,2950561792.00000
0.0002116578860461659,213265577672704.,201326592.000000,2946236416.00000
0.00021234010463000653,213952977960960.,201326592.000000,3017211904.00000
0.00021302452215008727,214642594938880.,167772160.000000,2895249408.00000
0.00021371114569404922,215334433849344.,167772160.000000,2848980992.00000
0.00021439998237237902,216028502032384.,167772160.000000,2878734336.00000
0.00021509103931848113,216724808925184.,201326592.000000,2984706048.00000
0.00021578432368875332,217423358722048.,201326592.000000,2898788352.00000
0.00021647984266265935,218124160860160.,201326592.000000,2889482240.00000
0.00021717760344280385,218827221630976.,201326592.000000,2957246464.00000
0.00021787761325500773,219532548374528.,167772160.000000,2833776640.00000
0.00021857987934838157,220240149479424.,167772160.000000,2787770368.00000
0.00021928440899540136,220950030188544.,167772160.000000,2819489792.00000
0.0002199912094919845,221662198890496.,167772160.000000,2929197056.00000
0.00022070028815756405,222376663973888.,201326592.000000,2848653312.00000
0.00022141165233516519,223093430681600.,167772160.000000,3115057152.00000
0.0002221253093914818,223812509499392.,167772160.000000,2923298816.00000
0.0002228412667169514,224533904621568.,201326592.000000,2810511360.00000
0.00022355953172583339,225257625485312.,167772160.000000,2777022464.00000
0.0002242801118562841,225983678382080.,201326592.000000,3091398656.00000
0.00022500301457043474,226712071700480.,201326592.000000,2948661248.00000
0.0002257282473544692,227442813829120.,201326592.000000,2885943296.00000
0.0002264558177187003,228175911059456.,201326592.000000,2903506944.00000
0.00022718573319764813,228911369682944.,201326592.000000,2733113344.00000
0.00022791800135011888,229649200185344.,201326592.000000,2911961088.00000
0.0002286526297592817,230389408858112.,201326592.000000,2903441408.00000
0.00022938962603274792,231132003041280.,201326592.000000,2976186368.00000
0.00023012899780265047,231876991123456.,201326592.000000,3130523648.00000
0.00023087075272572142,232624380444672.,201326592.000000,2829778944.00000
0.000231614898483373,233374178344960.,167772160.000000,2879586304.00000
0.00023236144278177562,234126393212928.,201326592.000000,2743336960.00000
0.00023311039335193828,234881032388608.,167772160.000000,2958098432.00000
0.00023386175794978936,235638104260608.,201326592.000000,2987327488.00000
0.0002346155443562556,236397616168960.,201326592.000000,2562916352.00000
0.00023537176037734332,237159576502272.,201326592.000000,2758737920.00000
0.00023613041384421996,237923992600576.,167772160.000000,2769813504.00000
0.00023689151261329378,238690871803904.,167772160.000000,2864840704.00000
0.0002376550645662959,239460224598016.,201326592.000000,2775711744.00000
0.0002384210776103627,240232055177216.,201326592.000000,2770993152.00000
0.00023918955967811598,241006375075840.,201326592.000000,2851143680.00000
0.000239960518727747,241783189536768.,201326592.000000,3016294400.00000
0.0002407339627430973,242562509045760.,201326592.000000,2729967616.00000
0.000241509899733742,243344339894272.,201326592.000000,2797600768.00000
0.00024228833773507359,244128690470912.,167772160.000000,2951151616.00000
0.00024306928480838326,244915569164288.,201326592.000000,2922381312.00000
0.00024385274904094653,245704984363008.,201326592.000000,2980052992.00000
0.0002446387385461052,246496943407104.,201326592.000000,2855993344.00000
0.00024542726146335205,247291455733760.,201326592.000000,2818965504.00000
0.000246218325958416,248088529731584.,167772160.000000,2869166080.00000
0.000247011940223345,248888171692032.,201326592.000000,2738487296.00000
0.00024780811247659187,249690392100864.,167772160.000000,2695692288.00000
0.00024860685096309986,250495197249536.,201326592.000000,3009347584.00000
0.00024940816395438675,251302596575232.,201326592.000000,2874605568.00000
0.00025021205974863126,252112598466560.,201326592.000000,2828533760.00000
0.0002510185466707596,252925211312128.,201326592.000000,2871394304.00000
0.0002518276330725299,253740443500544.,201326592.000000,3003580416.00000
0.0002526393273326209,254558303420416.,201326592.000000,2956853248.00000
0.00025345363785671694,255378799460352.,167772160.000000,2999910400.00000
0.00025427057307759543,256201940008960.,201326592.000000,2864709632.00000
0.00025509014145521546,257027732406272.,167772160.000000,2819883008.00000
0.0002559123514768034,257856188186624.,167772160.000000,3134193664.00000
0.0002567372116569419,258687314690048.,201326592.000000,2734227456.00000
0.0002575647305376586,259521118208000.,167772160.000000,2962358272.00000
0.00025839491668851324,260357610274816.,167772160.000000,3013738496.00000
0.00025922777870668697,261196799279104.,201326592.000000,2888499200.00000
0.00026006332521707234,262038691512320.,201326592.000000,2855403520.00000
0.00026090156487236076,262883298508800.,201326592.000000,2914844672.00000
0.00026174250635313415,263730627608576.,167772160.000000,2798583808.00000
0.0002625861583679529,264580688248832.,167772160.000000,2775384064.00000
0.0002634325296534471,265433487769600.,201326592.000000,2845573120.00000
0.00026428162897440755,266289036656640.,167772160.000000,2741043200.00000
0.0002651334651238751,267147343298560.,167772160.000000,2998861824.00000
0.0002659880469232325,268008416083968.,201326592.000000,2814115840.00000
0.00026684538322229633,268872264450048.,201326592.000000,2992373760.00000
0.0002677054828994074,269738897833984.,201326592.000000,2997092352.00000
0.00026856835486152326,270608322527232.,201326592.000000,2828468224.00000
0.0002694340080443112,271480551112704.,201326592.000000,2755461120.00000
0.00027030245141223907,272355591979008.,201326592.000000,2778202112.00000
0.0002711736939586703,273233451417600.,167772160.000000,2897084416.00000
0.0002720477447059548,274114142011392.,201326592.000000,2843934720.00000
0.00027292461270552365,274997670051840.,201326592.000000,2887516160.00000
0.0002738043070379833,275884047073280.,167772160.000000,3028156416.00000
0.00027468683681320803,276773280415744.,167772160.000000,2997747712.00000
0.00027557221117043603,277665378467840.,167772160.000000,3064987648.00000
0.00027646043927836257,278560353812480.,201326592.000000,2693332992.00000
0.00027735153033523586,279458213789696.,167772160.000000,2688417792.00000
0.0002782454935689516,280358966788096.,201326592.000000,2782134272.00000
0.00027914233823715,281262623293440.,201326592.000000,2706309120.00000
0.0002800420736273093,282169193791488.,201326592.000000,2729771008.00000
0.0002809447090568446,283078684573696.,167772160.000000,2852847616.00000
0.000281850253873202,283991107174400.,167772160.000000,2807300096.00000
0.0002827587174539565,284906472079360.,167772160.000000,2862088192.00000
0.0002836701092069099,285824786628608.,201326592.000000,2748907520.00000
0.0002845844385701862,286746060259328.,167772160.000000,2736586752.00000
0.00028550171501233153,287670305554432.,201326592.000000,2825519104.00000
0.0002864219480324104,288597527756800.,201326592.000000,3015901184.00000
0.0002873451471601049,289527739449344.,201326592.000000,2771255296.00000
0.00028827132195581405,290460949020672.,167772160.000000,2628845568.00000
0.00028920048201075134,291397166956544.,201326592.000000,2857304064.00000
0.0002901326369470446,292336401645568.,167772160.000000,2920218624.00000
0.00029106779641783695,293278664622080.,201326592.000000,2817851392.00000
0.0002920059701073846,294223965323264.,201326592.000000,3087400960.00000
0.0002929471677311582,295172311089152.,167772160.000000,2923888640.00000
0.0002938913990359445,296123714502656.,167772160.000000,3133014016.00000
0.0002948386737999447,297078185000960.,201326592.000000,2909732864.00000
0.0002957890018328788,298035730972672.,201326592.000000,3059744768.00000
0.0002967423929760845,298996363952128.,167772160.000000,3046506496.00000
0.0002976988571026203,299960092327936.,201326592.000000,2870345728.00000
0.0002986584041173685,300926928683008.,201326592.000000,2800025600.00000
0.00029962104395713624,301896880357376.,167772160.000000,2835939328.00000
0.0003005867865907588,302869957836800.,201326592.000000,2978349056.00000
0.0003015556420192044,303846172655616.,167772160.000000,2959212544.00000
0.0003025276202756754,304825534251008.,167772160.000000,2778857472.00000
0.0003035027314257134,305808052060160.,201326592.000000,2974547968.00000
0.00030448098556730413,306793736568832.,201326592.000000,3009675264.00000
0.00030546239283098036,307782598262784.,167772160.000000,2884632576.00000
0.00030644696337992866,308774647627776.,201326592.000000,2868248576.00000
0.00030743470741009305,309769894100992.,167772160.000000,2960850944.00000
0.0003084256351502811,310768348168192.,167772160.000000,2894266368.00000
0.0003094197568622709,311770021363712.,167772160.000000,2937389056.00000
0.0003104170828409157,312774923124736.,167772160.000000,2822111232.00000
0.0003114176234142512,313783063937024.,201326592.000000,2817196032.00000
0.0003124213889436033,314794453237760.,201326592.000000,2922971136.00000
0.000313428389823694,315809103609856.,201326592.000000,2603024384.00000
0.00031443863648274954,316827023441920.,201326592.000000,2931359744.00000
0.00031545213938260954,317848225316864.,167772160.000000,2834628608.00000
0.0003164689090188332,318872716574720.,201326592.000000,2850095104.00000
0.0003174889559208103,319900512944128.,201326592.000000,2978086912.00000
0.00031851229065186815,320931619667968.,167772160.000000,2682060800.00000
0.000319538923809382,321966050377728.,201326592.000000,2767781888.00000
0.00032056886602488556,323003816607744.,167772160.000000,2967076864.00000
0.00032160212796417906,324044926746624.,201326592.000000,3011969024.00000
0.0003226387203274421,325089392328704.,201326592.000000,2902720512.00000
0.0003236786538493423,326137224888320.,201326592.000000,2639790080.00000
0.00032472193929914767,327188434911232.,201326592.000000,3028877312.00000
0.0003257685874808377,328243033931776.,201326592.000000,2996502528.00000
0.0003268186092332162,329301030338560.,201326592.000000,2811494400.00000
0.0003278720154300217,330362438811648.,201326592.000000,3011182592.00000
0.00032892881698004214,331427266691072.,201326592.000000,3058958336.00000
0.000329989024827226,332495527608320.,201326592.000000,2955345920.00000
0.0003310526499507964,333567232049152.,201326592.000000,2968977408.00000
0.00033211970336536587,334642390499328.,201326592.000000,3100442624.00000
0.000333190196121048,335721014493184.,201326592.000000,3081437184.00000
0.0003342641393035746,336803115565056.,201326592.000000,2912550912.00000
0.00033534154403440825,337888703152128.,201326592.000000,2862481408.00000
0.0003364224214708586,338977790885888.,201326592.000000,2931687424.00000
0.00033750678280619736,340070389252096.,201326592.000000,2583625728.00000
0.0003385946392697757,341166507687936.,201326592.000000,2892431360.00000
0.0003396860021271379,342266160873472.,201326592.000000,2784821248.00000
0.0003407808826801408,343369358245888.,201326592.000000,2797928448.00000
0.0003418792922670687,344476110290944.,201326592.000000,2932211712.00000
0.00034298124226275143,345586430640128.,201326592.000000,2919694336.00000
0.00034408674407868355,346700329779200.,201326592.000000,2760638464.00000
0.0003451958091631398,347817819242496.,201326592.000000,2723938304.00000
0.00034630844900129646,348938909515776.,201326592.000000,2809987072.00000
0.00034742467511534816,350063614230528.,201326592.000000,2750742528.00000
0.0003485444990646278,351191944921088.,201326592.000000,2815033344.00000
0.00034966793244572774,352323911024640.,201326592.000000,3003252736.00000
0.00035079498689261703,353459527221248.,201326592.000000,2778988544.00000
0.0003519256740767651,354598801899520.,201326592.000000,2947809280.00000
0.0003530600057072598,355741749739520.,201326592.000000,2704932864.00000
0.00035419799353093027,356888381227008.,201326592.000000,3124494336.00000
0.0003553396493324678,358038708944896.,167772160.000000,2864644096.00000
0.00035648498493454946,359192744427520.,201326592.000000,2731147264.00000
0.00035763401219795777,360350499209216.,167772160.000000,2992898048.00000
0.0003587867430217066,361511985872896.,201326592.000000,3113353216.00000
0.0003599431893431617,362677215952896.,201326592.000000,2824470528.00000
0.00036110336313816563,363846202032128.,201326592.000000,3200516096.00000
0.00036226727642116264,365018955644928.,201326592.000000,2631139328.00000
0.0003634349412453207,366195490422784.,201326592.000000,2995912704.00000
0.0003646063697026592,367375816851456.,201326592.000000,2684682240.00000
0.00036578157392417145,368559947513856.,201326592.000000,3039887360.00000
0.00036696056607995206,369747894992896.,201326592.000000,2988310528.00000
0.00036814335837932207,370939670822912.,167772160.000000,3067215872.00000
0.0003693299630709568,372135289683968.,201326592.000000,3008626688.00000
0.0003705203924430102,373334759964672.,201326592.000000,2812805120.00000
0.0003717146588232452,374538097393664.,201326592.000000,3017277440.00000
0.0003729127745791584,375745314553856.,201326592.000000,2816999424.00000
0.0003741147521181096,376956422979584.,201326592.000000,2749431808.00000
0.00037532060388745133,378171433156608.,201326592.000000,2814771200.00000
0.000376530342374655,379390360813568.,167772160.000000,2745171968.00000
0.00037774398010744344,380613216436224.,201326592.000000,3077898240.00000
0.0003789615296539177,381840013656064.,167772160.000000,3008036864.00000
0.0003801830036226891,383070766104576.,201326592.000000,2804482048.00000
0.0003814084146630086,384305485316096.,201326592.000000,3004563456.00000
0.0003826377754648997,385544183873536.,201326592.000000,3071868928.00000
0.00038387109875928703,386786875408384.,234881024.000000,3006791680.00000
0.0003851083973181311,388033572503552.,201326592.000000,2809724928.00000
0.0003863496839545581,389284286693376.,201326592.000000,2749628416.00000
0.0003875949715229938,390539032657920.,201326592.000000,3095330816.00000
0.00038884427291929746,391797824028672.,167772160.000000,2773549056.00000
0.00039009760108089307,393060672339968.,201326592.000000,2858483712.00000
0.0003913549689869062,394327591223296.,167772160.000000,2813657088.00000
0.0003926163896582957,395598592212992.,201326592.000000,2908028928.00000
0.00039388187615798975,396873691037696.,167772160.000000,2873556992.00000
0.00039515144159102243,398152900280320.,167772160.000000,2979135488.00000
0.0003964250991046669,399436232523776.,201326592.000000,2956787712.00000
0.00039770286188857277,400723700350976.,201326592.000000,3075407872.00000
0.0003989847431749039,402015318441984.,201326592.000000,2798518272.00000
0.000400270756238473,403311100428288.,201326592.000000,2663579648.00000
0.00040156091439688045,404611057844224.,201326592.000000,2939355136.00000
0.00040285523101065324,405915205369856.,201326592.000000,3089432576.00000
0.0004041537194833806,407223556636672.,201326592.000000,2845966336.00000
