0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.982358457066581601e-186
2.000000000000000000e+00,6.865940982193565571e-153
3.000000000000000000e+00,5.841097243163235861e-132
4.000000000000000000e+00,5.160251727547900212e-129
5.000000000000000000e+00,4.588265398630744496e-115
6.000000000000000000e+00,2.570014909955310216e-112
7.000000000000000000e+00,1.252736662774968342e-101
8.000000000000000000e+00,1.017633452097541129e-100
9.000000000000000000e+00,2.113612972998709094e-98
1.000000000000000000e+01,2.644411718476119680e-96
1.100000000000000000e+01,3.139001075780901283e-86
1.200000000000000000e+01,1.235997380920884913e-85
1.300000000000000000e+01,1.882350405383064071e-83
1.400000000000000000e+01,1.170776164626732707e-82
1.500000000000000000e+01,6.187086145319579614e-81
1.600000000000000000e+01,6.927783659327598227e-74
1.700000000000000000e+01,1.993700529093186184e-73
1.800000000000000000e+01,1.831908998677139957e-71
1.900000000000000000e+01,7.006742942891573916e-71
2.000000000000000000e+01,1.328643861452655853e-69
2.100000000000000000e+01,1.300222106568471099e-68
2.200000000000000000e+01,7.044160022751344856e-68
2.300000000000000000e+01,1.640150947069193382e-66
2.400000000000000000e+01,8.133712234952409983e-66
2.500000000000000000e+01,1.492196945280104396e-60
2.600000000000000000e+01,3.784267255108381545e-60
2.700000000000000000e+01,2.547694707653303780e-58
2.800000000000000000e+01,5.778437407687216709e-58
2.900000000000000000e+01,2.185027989037493996e-57
3.000000000000000000e+01,6.836304366888459911e-56
3.100000000000000000e+01,1.469877051603707030e-55
3.200000000000000000e+01,1.550878502407146508e-54
3.300000000000000000e+01,9.145302894466626448e-54
3.400000000000000000e+01,2.864564955118765166e-53
3.500000000000000000e+01,8.398053603146228291e-50
3.600000000000000000e+01,1.409750409770862093e-49
3.700000000000000000e+01,4.037738015466616634e-49
3.800000000000000000e+01,1.549796089481088281e-47
3.900000000000000000e+01,3.031990658670814900e-47
4.000000000000000000e+01,7.848732004703654344e-47
4.100000000000000000e+01,1.360902083644839853e-45
4.200000000000000000e+01,3.485564954395557003e-45
4.300000000000000000e+01,8.236760209033731237e-45
4.400000000000000000e+01,6.609231650429282433e-44
4.500000000000000000e+01,2.779711392292462435e-43
4.600000000000000000e+01,6.031196023226741205e-43
4.700000000000000000e+01,1.937906747934286386e-42
4.800000000000000000e+01,1.700416151126052027e-41
4.900000000000000000e+01,3.443652290478326412e-41
5.000000000000000000e+01,1.077242844937116170e-40
5.100000000000000000e+01,1.580109468444706871e-38
5.200000000000000000e+01,2.243978894149961231e-38
5.300000000000000000e+01,5.416183487749674406e-38
5.400000000000000000e+01,4.605354987531119567e-37
5.500000000000000000e+01,2.371057790884506856e-36
5.600000000000000000e+01,3.753305318835783485e-36
5.700000000000000000e+01,9.686990130543845330e-36
5.800000000000000000e+01,9.976120203425329083e-35
5.900000000000000000e+01,2.062647020725885582e-34
6.000000000000000000e+01,3.744719299264207021e-34
6.100000000000000000e+01,9.796515899909521826e-34
6.200000000000000000e+01,8.007034911187915954e-33
6.300000000000000000e+01,1.326927483147413692e-32
6.400000000000000000e+01,2.717588005795816839e-32
6.500000000000000000e+01,6.980356456619920487e-32
6.600000000000000000e+01,4.316944172351120436e-31
6.700000000000000000e+01,6.962182718716887801e-31
6.800000000000000000e+01,1.551085198497810447e-30
6.900000000000000000e+01,4.386975796084105413e-30
7.000000000000000000e+01,1.827954547896543402e-29
7.100000000000000000e+01,3.111844846634483668e-29
7.200000000000000000e+01,7.238611496152877359e-29
7.300000000000000000e+01,9.563669282069110154e-28
7.400000000000000000e+01,2.370022857253486612e-27
7.500000000000000000e+01,3.319428793511246245e-27
7.600000000000000000e+01,6.772929557169782199e-27
7.700000000000000000e+01,1.569886996841868855e-26
7.800000000000000000e+01,1.200750224385161688e-25
7.900000000000000000e+01,1.787117748682555459e-25
8.000000000000000000e+01,3.020781390683839671e-25
8.100000000000000000e+01,6.585366863201627041e-25
8.200000000000000000e+01,2.775368366338102490e-24
8.300000000000000000e+01,6.643720645091127400e-24
8.400000000000000000e+01,9.974548803047081351e-24
8.500000000000000000e+01,1.937248319063079836e-23
8.600000000000000000e+01,4.144215415826710875e-23
8.700000000000000000e+01,1.733448598821988063e-22
8.800000000000000000e+01,2.722430131980649792e-22
8.900000000000000000e+01,4.616169252655619837e-22
