x, y
2.2364532019704435, 1.3569321533923304
2.6206896551724146, 1.7817109144542773
3.1083743842364533, 2.1946902654867255
3.6847290640394093, 2.106194690265487
4.246305418719212, 1.9646017699115044
4.94088669950739, 1.9823008849557522
5.3694581280788185, 1.9469026548672566
4.674876847290641, 1.7817109144542773
3.9655172413793105, 1.8348082595870205
3.4778325123152714, 1.8702064896755162
5.605911330049262, 1.3628318584070795
6.078817733990148, 1.7345132743362832
6.374384236453202, 1.4100294985250736
6.610837438423645, 0.9911504424778761
6.876847290640394, 1.6873156342182891
7.128078817733991, 1.2625368731563422
7.438423645320197, 1.0442477876106195
7.852216748768474, 0.967551622418879
8.088669950738918, 0.8082595870206489
8.354679802955665, 1.1445427728613569
8.59113300492611, 0.8672566371681416
8.842364532019705, 0.56047197640118
9.07881773399015, 0.7256637168141593
9.35960591133005, 0.20058997050147492
9.669950738916258, 0.4365781710914454
9.891625615763548, 0.24778761061946902
10.29064039408867, 0.5191740412979351
10.600985221674877, 0.28908554572271383
10.970443349753694, 0.06489675516224189
11.339901477832514, 0.017699115044247787
