Angle,normalized wall shear
-0.104772988,0.942222214
2.933643668,0.951666667
5.90221273,0.966666667
8.800931003,0.984444427
11.87427305,1.006666667
14.87776431,1.020555547
17.70663499,1.027777761
20.77997704,1.031666667
23.8533191,1.025555547
26.92665795,1.019444427
29.82537942,1.027222214
