x, y
-1, 0
-0.9837662337662338, 0.0016953642384105962
-0.9740259740259742, 0.0021589403973509935
-0.9610389610389611, 0.00233112582781457
-0.9350649350649354, 0.0022781456953642385
-0.8993506493506493, 0.0022781456953642385
-0.8376623376623378, 0.0024768211920529804
-0.7694805194805197, 0.002622516556291391
-0.7110389610389611, 0.0027152317880794704
-0.6266233766233769, 0.0028344370860927154
-0.5194805194805198, 0.0029139072847682124
-0.41233766233766234, 0.0029536423841059604
-0.23376623376623418, 0.0029403973509933776
-0.08441558441558483, 0.0028874172185430467
0.05194805194805174, 0.0029139072847682124
0.19155844155844148, 0.0029271523178807947
0.2727272727272725, 0.0029403973509933776
0.41883116883116855, 0.0029668874172185432
0.529220779220779, 0.002874172185430464
0.6493506493506489, 0.002781456953642384
0.7727272727272727, 0.002662251655629139
0.8603896103896103, 0.002450331125827815
0.8993506493506487, 0.0022913907284768213
0.9253246753246749, 0.0022781456953642385
0.9545454545454544, 0.00233112582781457
0.9707792207792199, 0.002198675496688742
0.983766233766233, 0.0018145695364238411
1, 0
