x, y
1.7041581458759372, 0.26179245283018865
49.761417859577364, 0.23702830188679244
99.52283571915473, 0.21120283018867922
149.9659168370825, 0.18183962264150944
190.52488070892977, 0.16025943396226414
200.23858214042264, 0.15318396226415093
210.97477845944104, 0.14469339622641508
220.1772324471711, 0.13514150943396225
228.35719154737558, 0.12523584905660376
235.51465576005452, 0.11497641509433962
242.16087252897069, 0.10400943396226414
248.46625766871165, 0.08950471698113206
16.359918200409, 0.2525943396226415
73.79004771642808, 0.22499999999999998
124.57396046353101, 0.19669811320754715
172.46080436264484, 0.17016509433962262
