2.22.11        000105.8        1.0007
2.22.12        000105.8        0.9993
2.22.13        000105.8        0.9988
2.22.14        000105.8        0.9988
2.22.15        000105.9        1.0000
2.22.16        000105.9        0.9988
2.22.17        000105.9        0.9988
2.22.18        000106.0        1.0000
2.22.19        000106.0        0.9993
2.22.20        000106.0        0.9993
2.22.21        000106.1        0.9988
2.22.22        000106.1        0.9988
2.22.23        000106.1        0.9980
2.22.24        000106.1        0.9988
2.22.25        000106.2        0.9988
2.22.26        000106.2        0.9980
2.22.27        000106.2        0.9993
2.22.28        000106.3        0.9988
2.22.29        000106.3        0.9988
2.22.30        000106.3        0.9988
2.22.31        000106.3        0.9993
2.22.32        000106.4        0.9988
2.22.33        000106.4        0.9988
2.22.34        000106.5        1.0000
2.22.35        000106.5        1.0000
2.22.36        000106.5        0.9993
2.22.37        000106.5        0.9993
2.22.38        000106.6        0.9993
2.22.39        000106.6        0.9988
2.22.40        000106.6        0.9988
2.22.41        000106.7        0.9988
2.22.42        000106.7        0.9988
2.22.43        000106.7        0.9980
2.22.44        000106.8        0.9988
2.22.45        000106.8        0.9988
2.22.46        000106.9        0.9988
2.22.47        000106.9        0.9980
2.22.48        000106.9        0.9988
2.22.49        000107.0        0.9988
2.22.50        000107.0        0.9988
2.22.51        000107.0        0.9993
2.22.52        000107.0        0.9993
2.22.53        000107.1        0.9993
2.22.54        000107.1        0.9988
2.22.55        000107.1        0.9988
2.22.56        000107.2        0.9993
2.22.57        000107.2        0.9993
2.22.58        000107.2        0.9988
2.22.59        000107.2        0.9988
2.23.00        000107.3        0.9988
2.23.01        000107.3        0.9988
2.23.02        000107.3        0.9988
2.23.03        000107.4        0.9988
2.23.04        000107.4        0.9988
2.23.05        000107.4        0.9980
2.23.06        000107.5        0.9988
2.23.07        000107.5        0.9988
2.23.08        000107.5        0.9988
2.23.09        000107.6        0.9993
2.23.10        000107.6        0.9988
2.23.11        000107.6        0.9988
2.23.12        000107.6        0.9993
2.23.13        000107.7        0.9988
2.23.14        000107.7        0.9988
2.23.15        000107.7        0.9988
2.23.16        000107.8        0.9993
2.23.17        000107.8        0.9988
2.23.18        000107.8        0.9988
2.23.19        000107.9        0.9988
2.23.20        000107.9        0.9988
